#streetID cars_that_crossed_this_street
121469134 2
121470486 2
121470490 3
121470496 1
121471398 4
121531830 1
121548975 1
121548977 1
121548978 1
121548980 1
121548981 2
121548983 2
121726602 2
121726603 2
121726605 1
121726609 2
121726610 6
121726611 3
121726612 5
121741706 1
121771235 1
121805898 2
121805899 1
121805907 1
121812408 1
121812411 1
121812413 1
121812417 1
121897309 3
121897310 3
121897313 1
121897318 1
121897319 1
121897320 1
121897327 1
121897336 1
121897342 1
121898324 1
121898325 1
121898326 2
121898331 1
121898332 1
121898469 2
121900397 1
121900398 1
121900399 1
121900403 5
121900409 1
121900411 2
121900412 1
121900415 1
121900419 1
121900420 1
121900774 2
121900777 2
121904079 3
121906061 1
121906065 1
121906066 1
121906072 1
121906081 1
121906082 1
121906997 1
121907000 1
121909168 1
121911151 1
121911153 10
121911156 2
121911160 1
121911161 4
121911598 1
121911600 2
121911603 1
121962571 1
121963107 1
121963108 1
121963109 1
121963412 2
121990898 1
121990904 1
121990905 1
121990906 1
121990907 1
121990909 1
121990913 1
121990916 1
121990921 3
121996216 1
121996228 1
121996236 2
121996239 1
121997934 1
122002233 1
122077319 3
122077320 18
122077321 1
122077322 1
122079496 1
122079497 4
122079498 4
122079507 1
122079515 1
122080729 1
122081879 2
122081881 1
122081882 5
122104114 1
122104118 3
122104119 2
122104120 1
122106654 1
122106658 3
122106663 1
122106668 1
122106669 2
122109226 2
122109227 2
122109229 1
122109230 1
122109237 1
122109238 5
122110664 2
122110665 6
122110669 5
122110671 21
122157081 5
122157084 1
122157087 1
122157088 1
122173807 1
122185751 1
122185766 2
122185773 1
122185779 12
122185788 7
122185790 1
122185792 5
122187727 8
122225427 1
122225429 1
122227147 1
122229672 1
122232942 1
122251275 1
122251276 2
122254007 4
122254010 1
122274799 2
122279664 2
122289109 1
122291178 2
122364560 1
122365895 1
122365897 1
122371526 2
122371531 1
122374419 1
122379760 1
122403440 1
122411449 5
122411450 3
122411452 1
122411453 3
122643527 3
122644935 1
122663841 1
122670654 1
122676844 1
122681315 1
122725796 1
122760525 1
122789500 1
122930008 2
122943646 1
122964369 1
123021362 1
123021364 1
123029723 1
123632305 3
123633530 1
123874852 1
123874853 1
123914557 1
123937458 1
123953413 1
123953418 1
123964291 1
123964293 1
123964301 1
123964310 2
123964313 2
123964317 1
123971346 2
123971357 1
123974277 1
123974278 1
123979509 1
123979511 1
123979514 1
123981329 1
123981334 4
123981335 1
124034695 10
124034701 7
124034708 1
124034712 2
124034719 5
124034725 5
124046208 1
124046209 1
124046216 2
124046218 1
124046227 1
124046235 1
124046241 1
124046247 1
124046255 1
124048533 2
124048534 1
124048538 1
124048539 2
124048541 1
124053202 1
124053203 1
124053212 5
124066222 1
124066224 1
124098018 1
124098020 1
124098021 1
124098031 1
124098035 1
124184867 1
124184874 1
124184892 4
124184906 5
124184927 1
124195094 2
124195104 1
124195114 1
124195115 1
124196648 2
124198515 1
124198516 1
124198518 1
124198521 1
124198524 2
124198526 1
124198527 1
124198528 2
124199244 6
124199245 1
124199246 1
124214087 2
124214106 1
124214126 2
124214127 2
124262197 1
124271837 1
124271841 1
124271843 1
124271844 1
124347422 1
124457251 3
124516078 1
124516079 2
124516096 1
124516100 2
124550326 1
124550328 1
124550333 1
124622259 1
124622262 1
124622265 2
124622278 1
124643415 2
124643416 1
124796023 2
124796024 2
124796027 1
124909755 1
124909763 14
124953101 11
124953102 5
125151692 3
125225988 1
125374923 1
125374931 2
125374932 1
125374992 1
125375016 1
125375018 1
125566953 4
125733976 1
125742174 2
125742178 2
125781189 1
125831640 2
125860584 1
125860585 1
125860587 1
125860598 2
125915785 2
125985729 1
125987179 1
125987180 4
125987182 1
125988143 1
125988150 1
126079594 11
126146476 1
126431994 5
126432001 5
127468118 3
127515687 1
127515694 1
127515696 1
127515700 1
127531039 1
127676095 3
127676289 1
127840343 1
127840347 3
127840348 1
127942187 1
128175875 1
128175881 1
128175882 1
128244546 1
128364005 1
128364580 2
128364582 1
128382081 3
128386019 1
128541419 2
128546216 1
128546762 3
128546763 10
128633971 1
128648681 8
128648683 6
128648692 1
128648694 3
128648697 4
128648701 1
128648702 1
128665302 1
128665303 6
128665305 1
128665307 22
128665312 2
128665314 14
128665321 11
128665322 5
128665323 6
128665325 1
128665329 7
128665330 3
128665332 3
128665336 4
128665337 3
128665338 2
128665339 15
128665341 2
128665342 1
128665343 7
128665345 1
128665347 2
128665350 1
128665353 3
128665354 2
128669213 1
128669220 2
128669225 2
128669227 4
128669229 2
128669230 2
128669231 1
128669232 2
128670775 1
128672634 2
128672635 3
128672638 12
128676651 1
128676656 2
128676658 1
128676666 2
128676668 2
128740200 1
128740206 1
128740207 1
128862124 5
128862129 1
128862130 2
128862131 1
128926562 1
128931442 2
128986739 1
129040734 1
129040736 1
129055458 1
129055460 1
129102602 1
129115592 1
129115593 1
129115600 1
129170653 1
129170659 3
129170665 1
129170806 2
129170807 5
129252053 1
129252072 1
129252075 1
129260701 1
129377312 1
129413490 1
129413491 4
129413492 1
129413493 2
129413494 1
129414574 2
129580829 1
129767549 1
129889500 2
129889556 2
129889561 1
129889577 1
130017521 1
130017523 1
130097835 2
130097836 1
130248350 2
130248357 1
130248364 1
130248366 2
130269666 3
130269671 1
130269675 16
130351735 1
130405508 4
130410689 1
130410701 1
130410704 1
130410710 2
130434078 1
130533473 1
130533488 1
130533489 1
130533491 1
130533492 1
130557779 1
130714807 2
130714810 1
130714811 1
130714812 1
130807530 1
130807537 1
130807539 1
130807543 1
130920756 1
131146036 1
131201867 1
131235412 3
131476995 4
131476997 1
131476998 2
131477000 1
132007424 6
132535351 1
132617713 2
132617714 2
132617715 1
132617732 2
133474379 3
133474382 5
135417801 1
135417804 1
135417805 1
135930645 1
135977908 1
135977913 1
135977914 1
135977916 1
135981653 1
136065320 1
136065322 1
136547104 4
136547105 1
136549196 1
136887311 1
137055273 1
137055277 1
137055281 1
137061333 3
137061335 1
137061474 1
137112602 1
137153049 1
137153051 1
137153055 2
137160091 1
137160094 3
137160100 1
137309354 1
137389782 2
137470196 1
137470198 1
137470199 2
137470200 7
137470204 4
137470205 7
137472874 1
138006038 1
138006043 1
138006045 1
138006053 2
138145091 2
138179233 1
138179238 2
138179240 1
138179248 1
138270818 1
139233469 2
139233473 5
139456621 9
139476074 1
139584781 1
139680005 3
139680009 1
139680035 8
139680062 1
139680063 1
140151644 1
140151645 1
140151646 1
140186776 4
140333801 1
140435810 3
140435811 8
140435812 6
140435817 1
140435818 1
140507880 3
140507881 2
140507884 1
140507886 1
140655477 1
140943595 4
140943597 1
141760468 1
141760474 1
141760475 1
141760476 1
141760481 1
141859892 12
142042076 1
142042080 2
142042082 2
142042083 2
142064426 3
142113563 1
142304808 2
142371886 1
142371901 2
142371904 1
142391300 1
142391306 2
142413720 1
142947155 1
143063407 2
143063409 3
143068505 1
143197521 2
143197522 2
143310522 3
143323462 1
143323471 2
143323477 1
143323492 1
143323495 1
143383283 2
143383301 1
143408575 1
143408585 1
143415281 2
143494726 1
143494727 1
143494730 1
143551567 1
143560253 1
143571776 3
143571793 1
143571798 1
143577380 1
143577385 2
143577389 2
143577395 1
143577422 1
143725208 1
143974261 1
144047855 1
144047857 3
144047859 2
144049711 1
144074551 1
144074553 2
144074555 1
144074557 4
144078978 1
144097893 3
144097897 2
144097902 5
144097906 4
144097907 3
144097920 1
144175038 8
144175042 2
144175958 1
144176439 6
144224681 2
144224683 1
144349622 1
144575865 2
144910639 1
144910640 1
144910642 1
144912411 1
144912413 3
144912414 3
144916769 3
144916771 2
144916774 1
144925769 2
144962184 1
144962186 3
144962191 3
144962194 1
144962198 2
144962199 3
144962201 4
145034574 1
145203698 3
145203700 3
145334694 1
145334698 2
145533538 1
146074492 1
146288704 1
146288705 8
146380707 1
146380980 2
146688892 1
146688893 1
147098712 1
147098715 2
147124636 1
147124637 1
147124638 1
147124814 6
147125840 1
147125842 4
147125844 8
147125845 3
147200272 1
147478044 1
147486565 1
147532905 1
147532906 1
147855202 1
147855209 1
147855210 1
148105217 1
148199351 1
148276389 1
148284853 1
148316133 1
148359914 1
148359921 1
148359923 2
148525611 2
148525613 1
148525614 1
148525617 1
150252024 1
150892057 1
151278039 2
151362420 1
151571814 3
151571815 2
151573314 1
151573315 2
152146050 3
153585843 1
154072332 1
154072333 1
154072335 1
154681103 1
154747061 1
154747064 1
155056941 1
155166968 1
155228150 1
155876904 1
156243605 4
156571135 1
156571153 1
156805505 1
156805506 1
157071061 1
157087876 1
157137763 1
157137770 1
157137773 1
157137775 1
157137776 1
157137778 1
157674221 1
157676066 1
157676073 1
157676074 1
157932439 1
157959419 1
158787937 3
158870618 1
159080850 1
159080853 1
159080855 1
159080858 2
159080859 1
159080863 1
159080875 1
159080876 1
159083058 5
159234205 1
159237376 2
159343432 2
159380843 1
159523795 1
159523796 1
159524919 6
159524927 1
159813260 3
159813261 1
159830886 2
160331932 3
160331934 3
160334594 1
161183803 1
161183806 2
161183816 1
161183817 1
161183821 1
161388741 1
161611133 2
161611140 1
161613557 1
163065467 1
163065469 1
163205263 4
163574453 2
163807017 1
163826560 1
163949957 1
163950161 1
163950795 1
164050021 1
164654892 1
164767969 1
164855410 1
165335372 1
165335730 1
165557028 1
165613081 1
165905667 2
165906723 3
165913043 3
166170347 2
166170350 4
166170354 2
166396047 2
166396048 2
166652993 1
166652994 1
166652996 2
166652997 1
166652999 1
166653000 1
166812808 1
166812811 1
167233520 1
167255879 2
167578356 1
167578359 2
167651948 1
167703048 1
167782401 2
167782408 4
167782412 6
167959412 2
167959414 1
167986211 1
168143580 1
168200159 12
168275459 1
168275460 1
168275463 1
168301930 1
168314389 2
168441377 1
168446199 1
168522518 1
168571250 2
168700550 1
168700551 10
168942537 1
169225010 1
169506727 1
169542376 1
169542377 1
169546874 1
169718215 1
169786870 1
169787949 2
169879803 2
170023436 1
170023439 1
171045856 1
171457677 1
171462540 1
172012246 1
172064495 6
172064502 3
172064504 1
172064509 1
172071303 1
172071306 2
172073409 3
172073951 1
172413601 1
172533564 1
172851728 1
174639749 1
174742979 2
177433019 2
177433021 1
177923620 1
178069702 1
178469119 1
178469121 1
178471726 2
178471727 1
179048988 1
179456745 1
180216918 3
180216928 1
180365405 1
180560168 1
180637822 1
180764869 1
180764873 1
180764874 1
181017505 1
181029527 1
181029791 5
181029792 1
181029793 7
181029794 2
181029796 1
181029797 5
181228380 1
181334436 1
181367398 1
181417922 1
182014832 1
182038037 6
182437761 1
182459976 1
182783199 1
182796150 1
182796151 1
183452215 12
183455489 1
183567731 1
183665638 1
183755463 1
183920512 1
183920513 1
183920514 1
184021901 2
184136387 1
184154616 2
184263326 5
184355730 3
184358762 3
184508798 1
184508805 1
184508806 1
184508807 2
184508808 1
184508828 1
184548846 1
184548850 1
184549840 1
184549841 1
184549842 1
184551772 1
184553786 4
184553787 4
184553789 6
184553797 2
184553800 1
184553802 3
184555063 1
184555066 5
184555071 1
184560516 1
184560517 1
184680513 4
184680518 1
184680526 1
184680533 1
184686125 5
184686126 3
184686127 1
184686129 12
184686429 5
184686431 2
184686432 2
184688752 2
184688753 2
184688757 1
184688762 1
184762457 2
184762461 4
184762463 1
184762464 2
184767406 1
184767408 1
184767409 1
184775522 1
184775523 1
184775527 1
184775529 1
184775531 3
184775534 3
184775542 1
184783658 1
184789924 1
184789925 1
184817912 1
184817915 1
184817923 1
184817928 1
184817930 1
184817937 1
184817938 1
184817943 1
184817945 1
184817946 1
184817950 1
184817970 1
184817990 1
184839822 1
184839825 1
184841577 1
184842003 1
184842004 2
184842005 1
184842006 1
184905842 1
184986191 2
184986214 1
185130632 1
185130633 1
185130639 1
185130641 1
185130644 1
185130648 2
185130677 1
185130681 1
185130684 1
185130690 2
185140287 3
185140301 1
185140308 1
185140311 1
185140322 1
185140324 1
185140327 1
185140332 1
185140334 1
185140946 3
185168249 1
185179759 1
185272198 2
185317234 1
185317235 1
185317237 1
185317238 1
185317240 1
185317248 1
185318422 1
185325999 1
185326011 1
185334754 1
185351197 1
185487781 1
185487784 3
185487785 1
185556976 1
185556977 2
185586082 6
185586084 3
185586087 1
185586090 2
185586093 1
185586095 2
185586096 3
185586098 5
185586107 1
185812466 1
185828851 1
185888877 2
186001864 2
186004324 2
186004325 1
187233969 1
187233977 1
187233978 1
187233981 2
187233982 1
187771648 1
187775824 1
187776458 5
187776459 10
187776464 1
187776469 1
188066221 1
188066222 1
188126988 1
188394886 1
188394887 1
188487985 1
188487987 1
188487988 2
188487989 1
188487994 9
188487995 1
188487996 1
188487999 1
188488014 1
188488017 1
188516034 6
188516039 5
188519617 1
188728063 5
189233233 2
189465646 2
189465650 2
189465651 3
189465657 1
189536584 1
189722713 2
189733335 1
189740277 1
189740279 1
190022892 1
190022918 1
190022922 16
190022934 1
190043641 1
190043682 1
190043683 1
190062921 1
190062937 2
190062982 2
190310795 1
190348560 2
190349529 1
190361254 2
190361258 1
190361276 2
190502711 1
190502847 3
190511192 1
190525392 1
190525535 1
190525569 2
190525592 3
190525601 3
190525615 1
190525636 1
190525644 1
190525660 3
190598700 8
190598703 1
190598704 1
190598707 2
190598709 2
190598710 1
190598718 1
190598719 5
190598722 1
190639860 2
190639861 1
190639863 2
190640992 4
190816607 5
190816608 2
190816609 1
190818975 2
190818978 2
190830799 1
190830802 1
190830817 1
190952256 1
190952258 1
190952259 1
190983371 1
191009715 1
191101393 2
191101395 1
191101396 1
191158665 3
191159414 1
191503064 1
191566844 1
191602063 1
191606950 1
191643761 1
191643763 1
191643764 1
191645849 1
192075622 7
192075623 5
192076281 6
192076758 1
192081370 3
192081371 12
192085431 1
192110345 1
192110346 5
192110348 6
192110350 2
192110356 2
192113531 1
192113535 1
192919251 2
193337802 2
193342630 4
193388003 7
193388004 1
193860900 1
193887796 1
193903676 1
194456161 2
194456162 1
194456173 1
194457107 1
194712762 1
194712763 3
194823526 1
194839656 3
194839659 1
195742117 7
195825992 2
196147265 1
196290718 1
196319700 1
196782699 3
196782700 1
196782709 1
196784141 1
196906888 1
196906905 1
197065753 1
197294584 1
197461080 1
197525690 1
199488024 1
199488028 1
200048081 1
200048083 1
200048084 1
200082445 1
200084235 1
200237033 2
200237560 1
200237734 1
200248589 3
200449557 2
200449558 1
200449559 3
200449560 2
200449561 1
200449563 5
200775124 1
200858503 1
200858504 1
200858505 1
200858508 4
200858509 3
200858510 1
200858511 1
200858512 1
200858513 1
200858514 1
200858702 2
200858703 2
200996787 4
200996789 4
201007333 1
201008856 1
201008858 1
201039132 12
201039133 3
201199882 2
201211220 1
201289530 1
201337244 5
201337247 6
201337255 1
201347563 1
201419943 3
201453744 6
201474075 4
201474076 8
201474077 1
201474080 2
201475710 1
201476092 1
201477512 1
201496091 2
201496094 1
201496096 1
201512867 1
201512869 2
201512871 1
201610344 2
201610347 3
201664367 1
201664369 3
201664370 7
201664372 1
201664375 1
201786967 1
202133464 1
202148094 4
202277886 2
202304076 1
202304078 1
202304080 1
202304082 1
202304083 1
202304086 1
202304093 1
202304094 1
202304096 1
202304097 1
202332594 1
202341859 1
202461347 1
202461350 2
202461355 3
202490542 2
202490543 1
202550145 1
202550146 1
202554369 1
202554370 2
202564591 2
202564594 1
202564595 1
202564596 1
202564599 1
202591021 2
202591022 1
202591023 1
202594966 1
202613741 1
202654014 1
202663132 1
202663133 1
202663135 1
202663141 1
202663142 1
202663147 2
202663151 1
202663158 2
202663172 1
202663177 1
202710214 1
202753971 1
202784991 1
203040993 1
203040995 2
203041011 1
203041013 3
203150437 4
203150440 1
203150441 3
203150442 1
203181631 2
203181633 1
203181636 1
203236225 1
203342916 1
203348352 1
203479972 1
203752587 1
203752588 1
203752592 1
203752595 1
203757614 1
203858799 1
203858800 1
203858811 3
203861695 1
203861781 1
203960287 1
203960291 1
203960984 2
203960985 1
203984756 5
203984762 1
204002335 1
204002337 1
204007060 11
204007227 1
204149302 1
204149303 1
204163763 1
204163766 5
204163767 1
204163774 1
204163778 1
204163781 1
204163782 2
204165875 1
204165876 1
204369292 1
204388368 5
204390269 6
204472897 2
204472898 1
205007798 2
205572242 2
205707864 1
205707865 1
205709426 3
205709427 2
205709429 2
205709430 5
208624932 1
208624933 1
209185934 1
209185952 1
209669192 1
210205796 1
210307731 1
210592545 1
210676303 2
211541528 1
211668764 1
211733631 22
212128601 2
212505273 1
213388408 2
214833545 1
215331126 4
215420485 2
215420486 2
215420487 3
215420488 2
215422927 2
215422928 3
215476832 1
215476833 1
215479495 1
215801331 2
216271509 1
216632209 11
217017450 2
217017455 2
217026774 2
217026778 1
217542697 5
217556086 6
217556088 5
217556089 2
217556090 6
217556091 6
217556093 3
217556096 1
217582012 1
217599291 4
217704384 1
217704387 1
217704390 1
217704391 1
217704392 2
217704394 3
217704395 2
217704397 2
217704400 2
217704403 1
217704405 2
217704406 2
217704412 6
217704415 1
218059318 3
218325151 1
218390707 1
218720704 2
218720705 1
218720706 3
218720707 1
218809737 3
218812443 1
218949681 2
219168681 1
219168726 1
219208018 1
219333177 4
219333179 3
220168188 1
220168190 1
220168197 3
220184281 1
220218290 5
220230155 1
220272842 1
220274291 6
220274292 1
220274293 1
220274294 3
220274295 2
220274296 6
220274298 2
220274300 2
220540728 1
220545802 2
220546963 1
220670101 1
220741723 1
221010406 1
221010545 2
221180477 1
221266734 1
221907894 1
222120972 1
222154889 3
222174152 1
222174155 1
222227753 1
222227764 4
222780240 1
222780241 1
222782139 1
222782141 1
222782142 1
222862832 1
223139259 1
223139260 1
223267594 1
223269710 1
223345795 1
223345797 1
223956142 1
224976701 3
224976704 1
225335900 7
225335902 4
225787927 1
226211647 1
227494538 2
227497908 1
227764335 1
227764342 1
228097267 1
228136324 1
228136326 2
228136328 1
228494045 1
229538789 5
229538793 7
229645757 2
230516762 1
230516763 1
230516779 1
230579406 3
230930859 1
230931514 1
230933251 2
230933253 1
231081166 1
231081168 1
231632424 4
231632427 2
231632455 10
231807589 2
231807590 1
232132609 1
232132610 4
232132611 1
232148105 2
232183084 2
232183086 2
232183087 1
232183088 1
232183089 1
232183090 1
232183094 3
232341929 2
232341930 2
232393631 1
232418214 1
232418216 1
232418217 8
232419808 3
232419809 2
232538594 1
232538596 1
232538602 1
232538603 1
232538604 1
232538605 1
232538607 1
232538608 1
232538609 1
232687721 1
232687722 1
232707575 2
232714950 1
232714951 1
232714953 1
232714955 1
232714956 2
232714957 3
232714958 2
232765094 5
232940097 1
232940100 1
234146808 1
234146818 12
234445879 1
234445880 1
234449803 2
234449808 1
234997580 1
234997582 1
234997585 1
234997587 1
234997595 1
234997596 1
235145044 1
235181823 1
235181825 1
235182128 1
235197472 1
235197479 1
235197513 1
235197520 1
235322572 1
235467864 1
235467866 1
235481870 1
235481871 1
236186083 2
236485688 1
236815953 1
236815957 1
236891523 1
236891528 1
236891529 2
236891532 2
236891534 1
236891542 2
236894418 9
237796645 1
237796646 4
237796647 1
237796648 3
237796650 5
237797691 3
239123391 1
239517342 1
239517347 1
239860577 3
240191658 1
240195354 4
240202649 1
240299042 1
240299043 1
241007452 2
241772108 1
242345819 8
242345820 5
242345821 1
243221078 3
243707322 2
243710015 3
243722805 4
243871034 1
243871035 2
245210493 7
245466180 1
245466181 1
245909065 1
246725658 8
247526243 2
247526244 2
247526872 2
247526874 1
247811613 1
247815599 2
247815600 4
247817154 1
248089237 1
248089692 1
249069112 1
249400225 1
249400230 1
249402506 1
249402513 2
